gen,attempt_add,exec_add,attempt_del,exec_del,attempt_mod,exec_mod,attempt_mode,exec_mode,attempt_total,exec_total,attempt_share_add,attempt_share_del,attempt_share_mod,attempt_share_mode,exec_share_add,exec_share_del,exec_share_mod,exec_share_mode,success_rate,success_add,success_del,success_mod,success_mode
269,8,8,1,1,9,0,8,0,26,9,0.3076923076923077,0.038461538461538464,0.34615384615384615,0.3076923076923077,0.8888888888888888,0.1111111111111111,0.0,0.0,0.34615384615384615,1.0,1.0,0.0,0.0
270,7,7,0,0,8,1,5,0,20,8,0.35,0.0,0.4,0.25,0.875,0.0,0.125,0.0,0.4,1.0,0.0,0.125,0.0
271,9,8,2,2,4,1,3,0,18,11,0.5,0.1111111111111111,0.2222222222222222,0.16666666666666666,0.7272727272727273,0.18181818181818182,0.09090909090909091,0.0,0.6111111111111112,0.8888888888888888,1.0,0.25,0.0
272,4,2,2,2,5,0,4,0,15,4,0.26666666666666666,0.13333333333333333,0.3333333333333333,0.26666666666666666,0.5,0.5,0.0,0.0,0.26666666666666666,0.5,1.0,0.0,0.0
273,5,3,0,0,6,2,5,0,16,5,0.3125,0.0,0.375,0.3125,0.6,0.0,0.4,0.0,0.3125,0.6,0.0,0.3333333333333333,0.0
274,6,6,0,0,3,0,3,0,12,6,0.5,0.0,0.25,0.25,1.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.0
275,5,5,1,1,3,1,3,0,12,7,0.4166666666666667,0.08333333333333333,0.25,0.25,0.7142857142857143,0.14285714285714285,0.14285714285714285,0.0,0.5833333333333334,1.0,1.0,0.3333333333333333,0.0
276,6,5,0,0,6,0,4,0,16,5,0.375,0.0,0.375,0.25,1.0,0.0,0.0,0.0,0.3125,0.8333333333333334,0.0,0.0,0.0
277,7,7,1,1,7,2,4,0,19,10,0.3684210526315789,0.05263157894736842,0.3684210526315789,0.21052631578947367,0.7,0.1,0.2,0.0,0.5263157894736842,1.0,1.0,0.2857142857142857,0.0
278,5,5,2,2,1,0,1,0,9,7,0.5555555555555556,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.7142857142857143,0.2857142857142857,0.0,0.0,0.7777777777777778,1.0,1.0,0.0,0.0
279,3,3,0,0,8,1,8,0,19,4,0.15789473684210525,0.0,0.42105263157894735,0.42105263157894735,0.75,0.0,0.25,0.0,0.21052631578947367,1.0,0.0,0.125,0.0
280,5,4,0,0,6,0,6,0,17,4,0.29411764705882354,0.0,0.35294117647058826,0.35294117647058826,1.0,0.0,0.0,0.0,0.23529411764705882,0.8,0.0,0.0,0.0
281,2,2,1,1,3,2,6,0,12,5,0.16666666666666666,0.08333333333333333,0.25,0.5,0.4,0.2,0.4,0.0,0.4166666666666667,1.0,1.0,0.6666666666666666,0.0
282,9,7,0,0,5,1,9,0,23,8,0.391304347826087,0.0,0.21739130434782608,0.391304347826087,0.875,0.0,0.125,0.0,0.34782608695652173,0.7777777777777778,0.0,0.2,0.0
283,6,6,1,1,5,0,5,0,17,7,0.35294117647058826,0.058823529411764705,0.29411764705882354,0.29411764705882354,0.8571428571428571,0.14285714285714285,0.0,0.0,0.4117647058823529,1.0,1.0,0.0,0.0
284,7,7,0,0,10,1,6,0,23,8,0.30434782608695654,0.0,0.43478260869565216,0.2608695652173913,0.875,0.0,0.125,0.0,0.34782608695652173,1.0,0.0,0.1,0.0
285,5,5,1,1,7,3,7,0,20,9,0.25,0.05,0.35,0.35,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.0,0.45,1.0,1.0,0.42857142857142855,0.0
286,4,3,1,1,6,1,4,0,15,5,0.26666666666666666,0.06666666666666667,0.4,0.26666666666666666,0.6,0.2,0.2,0.0,0.3333333333333333,0.75,1.0,0.16666666666666666,0.0
287,3,3,0,0,6,3,4,0,13,6,0.23076923076923078,0.0,0.46153846153846156,0.3076923076923077,0.5,0.0,0.5,0.0,0.46153846153846156,1.0,0.0,0.5,0.0
288,6,5,2,2,10,2,0,0,18,9,0.3333333333333333,0.1111111111111111,0.5555555555555556,0.0,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.0,0.5,0.8333333333333334,1.0,0.2,0.0
289,6,6,1,1,10,1,4,0,21,8,0.2857142857142857,0.047619047619047616,0.47619047619047616,0.19047619047619047,0.75,0.125,0.125,0.0,0.38095238095238093,1.0,1.0,0.1,0.0
290,9,8,3,3,6,0,6,0,24,11,0.375,0.125,0.25,0.25,0.7272727272727273,0.2727272727272727,0.0,0.0,0.4583333333333333,0.8888888888888888,1.0,0.0,0.0
291,5,3,2,2,12,4,1,0,20,9,0.25,0.1,0.6,0.05,0.3333333333333333,0.2222222222222222,0.4444444444444444,0.0,0.45,0.6,1.0,0.3333333333333333,0.0
292,6,5,1,1,6,2,9,0,22,8,0.2727272727272727,0.045454545454545456,0.2727272727272727,0.4090909090909091,0.625,0.125,0.25,0.0,0.36363636363636365,0.8333333333333334,1.0,0.3333333333333333,0.0
293,5,3,0,0,8,2,6,0,19,5,0.2631578947368421,0.0,0.42105263157894735,0.3157894736842105,0.6,0.0,0.4,0.0,0.2631578947368421,0.6,0.0,0.25,0.0
294,9,7,1,1,10,7,5,0,25,15,0.36,0.04,0.4,0.2,0.4666666666666667,0.06666666666666667,0.4666666666666667,0.0,0.6,0.7777777777777778,1.0,0.7,0.0
295,4,4,0,0,8,0,3,0,15,4,0.26666666666666666,0.0,0.5333333333333333,0.2,1.0,0.0,0.0,0.0,0.26666666666666666,1.0,0.0,0.0,0.0
296,8,5,3,3,8,1,2,0,21,9,0.38095238095238093,0.14285714285714285,0.38095238095238093,0.09523809523809523,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.0,0.42857142857142855,0.625,1.0,0.125,0.0
297,8,6,2,2,8,2,6,0,24,10,0.3333333333333333,0.08333333333333333,0.3333333333333333,0.25,0.6,0.2,0.2,0.0,0.4166666666666667,0.75,1.0,0.25,0.0
298,8,5,1,1,8,2,4,0,21,8,0.38095238095238093,0.047619047619047616,0.38095238095238093,0.19047619047619047,0.625,0.125,0.25,0.0,0.38095238095238093,0.625,1.0,0.25,0.0
299,5,5,1,1,5,3,3,0,14,9,0.35714285714285715,0.07142857142857142,0.35714285714285715,0.21428571428571427,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.0,0.6428571428571429,1.0,1.0,0.6,0.0
300,4,4,1,1,9,1,3,0,17,6,0.23529411764705882,0.058823529411764705,0.5294117647058824,0.17647058823529413,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.35294117647058826,1.0,1.0,0.1111111111111111,0.0
301,8,6,1,1,4,1,5,0,18,8,0.4444444444444444,0.05555555555555555,0.2222222222222222,0.2777777777777778,0.75,0.125,0.125,0.0,0.4444444444444444,0.75,1.0,0.25,0.0
302,2,2,2,2,9,3,6,0,19,7,0.10526315789473684,0.10526315789473684,0.47368421052631576,0.3157894736842105,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0,0.3684210526315789,1.0,1.0,0.3333333333333333,0.0
303,8,7,0,0,6,1,7,0,21,8,0.38095238095238093,0.0,0.2857142857142857,0.3333333333333333,0.875,0.0,0.125,0.0,0.38095238095238093,0.875,0.0,0.16666666666666666,0.0
304,5,5,0,0,8,1,5,0,18,6,0.2777777777777778,0.0,0.4444444444444444,0.2777777777777778,0.8333333333333334,0.0,0.16666666666666666,0.0,0.3333333333333333,1.0,0.0,0.125,0.0
305,4,4,0,0,6,0,8,0,18,4,0.2222222222222222,0.0,0.3333333333333333,0.4444444444444444,1.0,0.0,0.0,0.0,0.2222222222222222,1.0,0.0,0.0,0.0
306,8,7,0,0,8,1,6,0,22,8,0.36363636363636365,0.0,0.36363636363636365,0.2727272727272727,0.875,0.0,0.125,0.0,0.36363636363636365,0.875,0.0,0.125,0.0
307,3,3,1,1,5,1,3,0,12,5,0.25,0.08333333333333333,0.4166666666666667,0.25,0.6,0.2,0.2,0.0,0.4166666666666667,1.0,1.0,0.2,0.0
308,6,6,1,1,5,1,3,0,15,8,0.4,0.06666666666666667,0.3333333333333333,0.2,0.75,0.125,0.125,0.0,0.5333333333333333,1.0,1.0,0.2,0.0
309,3,3,0,0,7,1,2,0,12,4,0.25,0.0,0.5833333333333334,0.16666666666666666,0.75,0.0,0.25,0.0,0.3333333333333333,1.0,0.0,0.14285714285714285,0.0
310,7,6,3,3,8,2,7,0,25,11,0.28,0.12,0.32,0.28,0.5454545454545454,0.2727272727272727,0.18181818181818182,0.0,0.44,0.8571428571428571,1.0,0.25,0.0
311,2,2,0,0,14,4,2,0,18,6,0.1111111111111111,0.0,0.7777777777777778,0.1111111111111111,0.3333333333333333,0.0,0.6666666666666666,0.0,0.3333333333333333,1.0,0.0,0.2857142857142857,0.0
312,6,5,1,1,11,6,1,0,19,12,0.3157894736842105,0.05263157894736842,0.5789473684210527,0.05263157894736842,0.4166666666666667,0.08333333333333333,0.5,0.0,0.631578947368421,0.8333333333333334,1.0,0.5454545454545454,0.0
313,5,4,1,1,7,1,2,0,15,6,0.3333333333333333,0.06666666666666667,0.4666666666666667,0.13333333333333333,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.4,0.8,1.0,0.14285714285714285,0.0
314,6,3,1,1,7,2,2,0,16,6,0.375,0.0625,0.4375,0.125,0.5,0.16666666666666666,0.3333333333333333,0.0,0.375,0.5,1.0,0.2857142857142857,0.0
315,9,8,1,1,6,0,5,0,21,9,0.42857142857142855,0.047619047619047616,0.2857142857142857,0.23809523809523808,0.8888888888888888,0.1111111111111111,0.0,0.0,0.42857142857142855,0.8888888888888888,1.0,0.0,0.0
316,3,3,0,0,12,0,4,0,19,3,0.15789473684210525,0.0,0.631578947368421,0.21052631578947367,1.0,0.0,0.0,0.0,0.15789473684210525,1.0,0.0,0.0,0.0
317,5,5,1,1,6,2,7,0,19,8,0.2631578947368421,0.05263157894736842,0.3157894736842105,0.3684210526315789,0.625,0.125,0.25,0.0,0.42105263157894735,1.0,1.0,0.3333333333333333,0.0
318,5,4,2,2,5,2,7,0,19,8,0.2631578947368421,0.10526315789473684,0.2631578947368421,0.3684210526315789,0.5,0.25,0.25,0.0,0.42105263157894735,0.8,1.0,0.4,0.0
319,3,3,0,0,8,0,4,0,15,3,0.2,0.0,0.5333333333333333,0.26666666666666666,1.0,0.0,0.0,0.0,0.2,1.0,0.0,0.0,0.0
320,3,3,3,3,5,0,5,0,16,6,0.1875,0.1875,0.3125,0.3125,0.5,0.5,0.0,0.0,0.375,1.0,1.0,0.0,0.0
321,3,3,0,0,8,2,4,0,15,5,0.2,0.0,0.5333333333333333,0.26666666666666666,0.6,0.0,0.4,0.0,0.3333333333333333,1.0,0.0,0.25,0.0
322,3,3,0,0,7,3,8,0,18,6,0.16666666666666666,0.0,0.3888888888888889,0.4444444444444444,0.5,0.0,0.5,0.0,0.3333333333333333,1.0,0.0,0.42857142857142855,0.0
323,4,3,0,0,8,3,6,0,18,6,0.2222222222222222,0.0,0.4444444444444444,0.3333333333333333,0.5,0.0,0.5,0.0,0.3333333333333333,0.75,0.0,0.375,0.0
324,5,3,1,1,7,1,9,0,22,5,0.22727272727272727,0.045454545454545456,0.3181818181818182,0.4090909090909091,0.6,0.2,0.2,0.0,0.22727272727272727,0.6,1.0,0.14285714285714285,0.0
325,6,6,2,2,4,1,4,0,16,9,0.375,0.125,0.25,0.25,0.6666666666666666,0.2222222222222222,0.1111111111111111,0.0,0.5625,1.0,1.0,0.25,0.0
326,5,5,0,0,2,0,10,0,17,5,0.29411764705882354,0.0,0.11764705882352941,0.5882352941176471,1.0,0.0,0.0,0.0,0.29411764705882354,1.0,0.0,0.0,0.0
327,5,5,0,0,11,2,3,0,19,7,0.2631578947368421,0.0,0.5789473684210527,0.15789473684210525,0.7142857142857143,0.0,0.2857142857142857,0.0,0.3684210526315789,1.0,0.0,0.18181818181818182,0.0
328,4,4,0,0,7,3,8,0,19,7,0.21052631578947367,0.0,0.3684210526315789,0.42105263157894735,0.5714285714285714,0.0,0.42857142857142855,0.0,0.3684210526315789,1.0,0.0,0.42857142857142855,0.0
329,3,1,1,1,7,3,5,0,16,5,0.1875,0.0625,0.4375,0.3125,0.2,0.2,0.6,0.0,0.3125,0.3333333333333333,1.0,0.42857142857142855,0.0
330,6,6,1,1,8,1,4,0,19,8,0.3157894736842105,0.05263157894736842,0.42105263157894735,0.21052631578947367,0.75,0.125,0.125,0.0,0.42105263157894735,1.0,1.0,0.125,0.0
331,6,5,1,1,6,3,4,0,17,9,0.35294117647058826,0.058823529411764705,0.35294117647058826,0.23529411764705882,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.0,0.5294117647058824,0.8333333333333334,1.0,0.5,0.0
332,5,5,0,0,7,2,7,0,19,7,0.2631578947368421,0.0,0.3684210526315789,0.3684210526315789,0.7142857142857143,0.0,0.2857142857142857,0.0,0.3684210526315789,1.0,0.0,0.2857142857142857,0.0
333,4,4,0,0,4,0,5,0,13,4,0.3076923076923077,0.0,0.3076923076923077,0.38461538461538464,1.0,0.0,0.0,0.0,0.3076923076923077,1.0,0.0,0.0,0.0
334,7,6,0,0,7,1,2,0,16,7,0.4375,0.0,0.4375,0.125,0.8571428571428571,0.0,0.14285714285714285,0.0,0.4375,0.8571428571428571,0.0,0.14285714285714285,0.0
335,5,4,0,0,9,3,1,0,15,7,0.3333333333333333,0.0,0.6,0.06666666666666667,0.5714285714285714,0.0,0.42857142857142855,0.0,0.4666666666666667,0.8,0.0,0.3333333333333333,0.0
336,3,2,2,2,10,3,2,0,17,7,0.17647058823529413,0.11764705882352941,0.5882352941176471,0.11764705882352941,0.2857142857142857,0.2857142857142857,0.42857142857142855,0.0,0.4117647058823529,0.6666666666666666,1.0,0.3,0.0
337,3,3,0,0,5,0,5,0,13,3,0.23076923076923078,0.0,0.38461538461538464,0.38461538461538464,1.0,0.0,0.0,0.0,0.23076923076923078,1.0,0.0,0.0,0.0
338,7,7,3,3,7,3,5,0,22,13,0.3181818181818182,0.13636363636363635,0.3181818181818182,0.22727272727272727,0.5384615384615384,0.23076923076923078,0.23076923076923078,0.0,0.5909090909090909,1.0,1.0,0.42857142857142855,0.0
339,5,5,0,0,7,2,6,0,18,7,0.2777777777777778,0.0,0.3888888888888889,0.3333333333333333,0.7142857142857143,0.0,0.2857142857142857,0.0,0.3888888888888889,1.0,0.0,0.2857142857142857,0.0
340,9,5,2,2,8,3,1,0,20,10,0.45,0.1,0.4,0.05,0.5,0.2,0.3,0.0,0.5,0.5555555555555556,1.0,0.375,0.0
341,11,10,1,1,7,1,4,0,23,12,0.4782608695652174,0.043478260869565216,0.30434782608695654,0.17391304347826086,0.8333333333333334,0.08333333333333333,0.08333333333333333,0.0,0.5217391304347826,0.9090909090909091,1.0,0.14285714285714285,0.0
342,4,4,0,0,5,2,7,0,16,6,0.25,0.0,0.3125,0.4375,0.6666666666666666,0.0,0.3333333333333333,0.0,0.375,1.0,0.0,0.4,0.0
343,5,4,1,1,10,1,5,0,21,6,0.23809523809523808,0.047619047619047616,0.47619047619047616,0.23809523809523808,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.2857142857142857,0.8,1.0,0.1,0.0
344,5,5,1,1,13,4,4,0,23,10,0.21739130434782608,0.043478260869565216,0.5652173913043478,0.17391304347826086,0.5,0.1,0.4,0.0,0.43478260869565216,1.0,1.0,0.3076923076923077,0.0
345,5,4,0,0,11,3,7,0,23,7,0.21739130434782608,0.0,0.4782608695652174,0.30434782608695654,0.5714285714285714,0.0,0.42857142857142855,0.0,0.30434782608695654,0.8,0.0,0.2727272727272727,0.0
346,8,7,1,1,7,1,5,0,21,9,0.38095238095238093,0.047619047619047616,0.3333333333333333,0.23809523809523808,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.0,0.42857142857142855,0.875,1.0,0.14285714285714285,0.0
347,8,7,0,0,5,1,7,0,20,8,0.4,0.0,0.25,0.35,0.875,0.0,0.125,0.0,0.4,0.875,0.0,0.2,0.0
348,4,2,0,0,9,3,2,0,15,5,0.26666666666666666,0.0,0.6,0.13333333333333333,0.4,0.0,0.6,0.0,0.3333333333333333,0.5,0.0,0.3333333333333333,0.0
349,6,5,1,1,4,3,4,0,15,9,0.4,0.06666666666666667,0.26666666666666666,0.26666666666666666,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.0,0.6,0.8333333333333334,1.0,0.75,0.0
350,4,4,1,1,8,2,3,0,16,7,0.25,0.0625,0.5,0.1875,0.5714285714285714,0.14285714285714285,0.2857142857142857,0.0,0.4375,1.0,1.0,0.25,0.0
351,4,4,2,2,9,2,3,0,18,8,0.2222222222222222,0.1111111111111111,0.5,0.16666666666666666,0.5,0.25,0.25,0.0,0.4444444444444444,1.0,1.0,0.2222222222222222,0.0
352,3,3,1,1,9,4,8,0,21,8,0.14285714285714285,0.047619047619047616,0.42857142857142855,0.38095238095238093,0.375,0.125,0.5,0.0,0.38095238095238093,1.0,1.0,0.4444444444444444,0.0
353,2,2,1,1,6,1,4,0,13,4,0.15384615384615385,0.07692307692307693,0.46153846153846156,0.3076923076923077,0.5,0.25,0.25,0.0,0.3076923076923077,1.0,1.0,0.16666666666666666,0.0
354,2,2,0,0,5,1,3,0,10,3,0.2,0.0,0.5,0.3,0.6666666666666666,0.0,0.3333333333333333,0.0,0.3,1.0,0.0,0.2,0.0
355,4,4,0,0,6,2,5,0,15,6,0.26666666666666666,0.0,0.4,0.3333333333333333,0.6666666666666666,0.0,0.3333333333333333,0.0,0.4,1.0,0.0,0.3333333333333333,0.0
356,4,4,4,4,8,1,8,0,24,9,0.16666666666666666,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.4444444444444444,0.4444444444444444,0.1111111111111111,0.0,0.375,1.0,1.0,0.125,0.0
357,8,6,4,4,3,0,4,0,19,10,0.42105263157894735,0.21052631578947367,0.15789473684210525,0.21052631578947367,0.6,0.4,0.0,0.0,0.5263157894736842,0.75,1.0,0.0,0.0
358,5,4,2,2,14,6,4,0,25,12,0.2,0.08,0.56,0.16,0.3333333333333333,0.16666666666666666,0.5,0.0,0.48,0.8,1.0,0.42857142857142855,0.0
359,6,6,0,0,3,2,2,0,11,8,0.5454545454545454,0.0,0.2727272727272727,0.18181818181818182,0.75,0.0,0.25,0.0,0.7272727272727273,1.0,0.0,0.6666666666666666,0.0
360,5,5,0,0,7,2,1,0,13,7,0.38461538461538464,0.0,0.5384615384615384,0.07692307692307693,0.7142857142857143,0.0,0.2857142857142857,0.0,0.5384615384615384,1.0,0.0,0.2857142857142857,0.0
361,3,3,2,2,10,2,7,0,22,7,0.13636363636363635,0.09090909090909091,0.45454545454545453,0.3181818181818182,0.42857142857142855,0.2857142857142857,0.2857142857142857,0.0,0.3181818181818182,1.0,1.0,0.2,0.0
362,4,4,0,0,5,3,9,0,18,7,0.2222222222222222,0.0,0.2777777777777778,0.5,0.5714285714285714,0.0,0.42857142857142855,0.0,0.3888888888888889,1.0,0.0,0.6,0.0
363,4,4,1,1,3,0,6,0,14,5,0.2857142857142857,0.07142857142857142,0.21428571428571427,0.42857142857142855,0.8,0.2,0.0,0.0,0.35714285714285715,1.0,1.0,0.0,0.0
364,5,4,2,2,10,4,1,0,18,10,0.2777777777777778,0.1111111111111111,0.5555555555555556,0.05555555555555555,0.4,0.2,0.4,0.0,0.5555555555555556,0.8,1.0,0.4,0.0
365,5,4,2,2,8,2,4,0,19,8,0.2631578947368421,0.10526315789473684,0.42105263157894735,0.21052631578947367,0.5,0.25,0.25,0.0,0.42105263157894735,0.8,1.0,0.25,0.0
366,6,5,0,0,7,2,4,0,17,7,0.35294117647058826,0.0,0.4117647058823529,0.23529411764705882,0.7142857142857143,0.0,0.2857142857142857,0.0,0.4117647058823529,0.8333333333333334,0.0,0.2857142857142857,0.0
367,8,7,0,0,9,3,2,0,19,10,0.42105263157894735,0.0,0.47368421052631576,0.10526315789473684,0.7,0.0,0.3,0.0,0.5263157894736842,0.875,0.0,0.3333333333333333,0.0
368,5,5,3,3,6,3,4,0,18,11,0.2777777777777778,0.16666666666666666,0.3333333333333333,0.2222222222222222,0.45454545454545453,0.2727272727272727,0.2727272727272727,0.0,0.6111111111111112,1.0,1.0,0.5,0.0
369,3,2,3,3,11,1,5,0,22,6,0.13636363636363635,0.13636363636363635,0.5,0.22727272727272727,0.3333333333333333,0.5,0.16666666666666666,0.0,0.2727272727272727,0.6666666666666666,1.0,0.09090909090909091,0.0
370,10,8,0,0,7,2,5,0,22,10,0.45454545454545453,0.0,0.3181818181818182,0.22727272727272727,0.8,0.0,0.2,0.0,0.45454545454545453,0.8,0.0,0.2857142857142857,0.0
371,6,5,1,1,6,2,5,0,18,8,0.3333333333333333,0.05555555555555555,0.3333333333333333,0.2777777777777778,0.625,0.125,0.25,0.0,0.4444444444444444,0.8333333333333334,1.0,0.3333333333333333,0.0
372,6,6,1,1,8,4,3,0,18,11,0.3333333333333333,0.05555555555555555,0.4444444444444444,0.16666666666666666,0.5454545454545454,0.09090909090909091,0.36363636363636365,0.0,0.6111111111111112,1.0,1.0,0.5,0.0
373,3,3,0,0,9,2,5,0,17,5,0.17647058823529413,0.0,0.5294117647058824,0.29411764705882354,0.6,0.0,0.4,0.0,0.29411764705882354,1.0,0.0,0.2222222222222222,0.0
374,8,6,2,2,2,0,4,0,16,8,0.5,0.125,0.125,0.25,0.75,0.25,0.0,0.0,0.5,0.75,1.0,0.0,0.0
375,8,7,0,0,5,1,0,0,13,8,0.6153846153846154,0.0,0.38461538461538464,0.0,0.875,0.0,0.125,0.0,0.6153846153846154,0.875,0.0,0.2,0.0
376,5,5,3,3,4,2,8,0,20,10,0.25,0.15,0.2,0.4,0.5,0.3,0.2,0.0,0.5,1.0,1.0,0.5,0.0
377,3,3,0,0,7,1,5,0,15,4,0.2,0.0,0.4666666666666667,0.3333333333333333,0.75,0.0,0.25,0.0,0.26666666666666666,1.0,0.0,0.14285714285714285,0.0
378,4,3,1,1,7,2,3,0,15,6,0.26666666666666666,0.06666666666666667,0.4666666666666667,0.2,0.5,0.16666666666666666,0.3333333333333333,0.0,0.4,0.75,1.0,0.2857142857142857,0.0
379,6,5,1,1,7,3,1,0,15,9,0.4,0.06666666666666667,0.4666666666666667,0.06666666666666667,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.0,0.6,0.8333333333333334,1.0,0.42857142857142855,0.0
380,5,4,0,0,6,1,6,0,17,5,0.29411764705882354,0.0,0.35294117647058826,0.35294117647058826,0.8,0.0,0.2,0.0,0.29411764705882354,0.8,0.0,0.16666666666666666,0.0
381,5,5,1,1,10,2,3,0,19,8,0.2631578947368421,0.05263157894736842,0.5263157894736842,0.15789473684210525,0.625,0.125,0.25,0.0,0.42105263157894735,1.0,1.0,0.2,0.0
382,10,8,1,1,10,2,4,0,25,11,0.4,0.04,0.4,0.16,0.7272727272727273,0.09090909090909091,0.18181818181818182,0.0,0.44,0.8,1.0,0.2,0.0
383,11,9,1,1,6,2,4,0,22,12,0.5,0.045454545454545456,0.2727272727272727,0.18181818181818182,0.75,0.08333333333333333,0.16666666666666666,0.0,0.5454545454545454,0.8181818181818182,1.0,0.3333333333333333,0.0
384,3,1,1,1,10,3,1,0,15,5,0.2,0.06666666666666667,0.6666666666666666,0.06666666666666667,0.2,0.2,0.6,0.0,0.3333333333333333,0.3333333333333333,1.0,0.3,0.0
385,5,2,0,0,7,2,5,0,17,4,0.29411764705882354,0.0,0.4117647058823529,0.29411764705882354,0.5,0.0,0.5,0.0,0.23529411764705882,0.4,0.0,0.2857142857142857,0.0
386,3,3,1,1,12,3,2,0,18,7,0.16666666666666666,0.05555555555555555,0.6666666666666666,0.1111111111111111,0.42857142857142855,0.14285714285714285,0.42857142857142855,0.0,0.3888888888888889,1.0,1.0,0.25,0.0
387,4,4,0,0,7,0,3,0,14,4,0.2857142857142857,0.0,0.5,0.21428571428571427,1.0,0.0,0.0,0.0,0.2857142857142857,1.0,0.0,0.0,0.0
388,4,3,0,0,8,1,4,0,16,4,0.25,0.0,0.5,0.25,0.75,0.0,0.25,0.0,0.25,0.75,0.0,0.125,0.0
389,7,7,3,3,7,3,6,0,23,13,0.30434782608695654,0.13043478260869565,0.30434782608695654,0.2608695652173913,0.5384615384615384,0.23076923076923078,0.23076923076923078,0.0,0.5652173913043478,1.0,1.0,0.42857142857142855,0.0
390,7,7,1,1,10,2,4,0,22,10,0.3181818181818182,0.045454545454545456,0.45454545454545453,0.18181818181818182,0.7,0.1,0.2,0.0,0.45454545454545453,1.0,1.0,0.2,0.0
391,10,10,3,3,11,2,4,0,28,15,0.35714285714285715,0.10714285714285714,0.39285714285714285,0.14285714285714285,0.6666666666666666,0.2,0.13333333333333333,0.0,0.5357142857142857,1.0,1.0,0.18181818181818182,0.0
392,4,3,0,0,7,0,8,0,19,3,0.21052631578947367,0.0,0.3684210526315789,0.42105263157894735,1.0,0.0,0.0,0.0,0.15789473684210525,0.75,0.0,0.0,0.0
393,6,6,1,1,4,2,2,0,13,9,0.46153846153846156,0.07692307692307693,0.3076923076923077,0.15384615384615385,0.6666666666666666,0.1111111111111111,0.2222222222222222,0.0,0.6923076923076923,1.0,1.0,0.5,0.0
394,5,4,0,0,8,0,2,0,15,4,0.3333333333333333,0.0,0.5333333333333333,0.13333333333333333,1.0,0.0,0.0,0.0,0.26666666666666666,0.8,0.0,0.0,0.0
395,4,4,1,1,8,1,5,0,18,6,0.2222222222222222,0.05555555555555555,0.4444444444444444,0.2777777777777778,0.6666666666666666,0.16666666666666666,0.16666666666666666,0.0,0.3333333333333333,1.0,1.0,0.125,0.0
396,9,8,1,1,6,1,4,0,20,10,0.45,0.05,0.3,0.2,0.8,0.1,0.1,0.0,0.5,0.8888888888888888,1.0,0.16666666666666666,0.0
397,7,6,5,5,10,0,3,0,25,11,0.28,0.2,0.4,0.12,0.5454545454545454,0.45454545454545453,0.0,0.0,0.44,0.8571428571428571,1.0,0.0,0.0
398,5,5,2,2,7,2,6,0,20,9,0.25,0.1,0.35,0.3,0.5555555555555556,0.2222222222222222,0.2222222222222222,0.0,0.45,1.0,1.0,0.2857142857142857,0.0
399,6,5,1,1,7,3,4,0,18,9,0.3333333333333333,0.05555555555555555,0.3888888888888889,0.2222222222222222,0.5555555555555556,0.1111111111111111,0.3333333333333333,0.0,0.5,0.8333333333333334,1.0,0.42857142857142855,0.0
